MEROPS_family	domain_name	5mSIPHEX1_0	5mSIPHEX1_1	5mSIPHEX1_10	5mSIPHEX1_11	5mSIPHEX1_13	5mSIPHEX1_18	5mSIPHEX1_19	5mSIPHEX1_25	5mSIPHEX1_26	5mSIPHEX1_32	5mSIPHEX1_33	5mSIPHEX1_37	5mSIPHEX1_8	5mSIPHEX1_9	5mSIPHEX2_10	5mSIPHEX2_14	5mSIPHEX2_16	5mSIPHEX2_18	5mSIPHEX2_25	5mSIPHEX2_3	5mSIPHEX2_5	5mSIPHEX2_7	700mSIPHEX1_0	700mSIPHEX1_1	700mSIPHEX1_12	700mSIPHEX1_15	700mSIPHEX1_17	700mSIPHEX1_18	700mSIPHEX1_2	700mSIPHEX1_20	700mSIPHEX1_3	700mSIPHEX1_8	700mSIPHEX2_13	700mSIPHEX2_14	700mSIPHEX2_16	700mSIPHEX2_21	700mSIPHEX2_22	700mSIPHEX2_23	700mSIPHEX2_24	700mSIPHEX2_9
amidophosphoribosyltransferase precursor | Alcanivorax borkumensis | C44.001	MER0172129	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
amidophosphoribosyltransferase precursor | Alcanivorax sp. DG881 | C44.001	MER0138056	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
aminodeoxychorismate synthase, subunit II | Alcanivorax borkumensis | C26.955	MER0435938	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
aminodeoxychorismate synthase, subunit II | Alcanivorax sp. DG881 | C26.955	MER0436223	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
aminopeptidase P | bacteria | M24.004	MER0161480	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
family A8 unassigned peptidases | Alcanivorax jadensis | A08.UPW	MER0579928	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family A8 unassigned peptidases | Alcanivorax sp. DG881 | A08.UPW	MER0142371	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family A8 unassigned peptidases | Alcanivorax sp. NBRC 102024 | A08.UPW	MER1152835	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family C39 non-peptidase homologues | Alcanivorax jadensis | C39.UNW	MER0714991	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family C44 non-peptidase homologues | Alcanivorax borkumensis | C44.UNW	MER0179242	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family C44 non-peptidase homologues | Alcanivorax sp. DG881 | C44.UNW	MER0179655	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family C56 non-peptidase homologues | Alcanivorax jadensis | C56.UNW	MER0898200	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family C56 non-peptidase homologues | Alcanivorax sp. DG881 | C56.UNW	MER0162251	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
family I2 unassigned peptidase inhibitors | Alcanivorax jadensis | I02.UPW	MER0751523	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family I51 unassigned peptidase inhibitors | Alcanivorax jadensis | I51.UPW	MER0785090	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family I87 unassigned peptidase inhibitors | Alcanivorax borkumensis | I87.UPW	MER0799886	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
family I87 unassigned peptidase inhibitors | Alcanivorax dieselolei | I87.UPW	MER0807818	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family I87 unassigned peptidase inhibitors | Alcanivorax hongdengensis | I87.UPW	MER0808946	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family I87 unassigned peptidase inhibitors | Alcanivorax jadensis | I87.UPW	MER0794893	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family I87 unassigned peptidase inhibitors | Alcanivorax jadensis | I87.UPW	MER0807902	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family I87 unassigned peptidase inhibitors | Alcanivorax jadensis | I87.UPW	MER0809351	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family I87 unassigned peptidase inhibitors | Alcanivorax sp. 19-m-6 | I87.UPW	MER0799563	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family I87 unassigned peptidase inhibitors | Alcanivorax sp. DG881 | I87.UPW	MER0801793	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
family I87 unassigned peptidase inhibitors | Alcanivorax sp. P2S70 | I87.UPW	MER0794635	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family I87 unassigned peptidase inhibitors | Alcanivorax sp. PN-3 | I87.UPW	MER0801477	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family M14 unassigned peptidases | Alcanivorax jadensis | M14.UPW	MER0836071	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family M20D unassigned peptidases | Alcanivorax jadensis | M20.UPD	MER0849384	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family M38 non-peptidase homologues | Alcanivorax jadensis | M38.UNW	MER0872841	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family M90 unassigned peptidases | Alcanivorax jadensis | M90.UPW	MER0902847	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S11 unassigned peptidases | Alcanivorax jadensis | S11.UPW	MER0950918	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S12 unassigned peptidases | Alcanivorax jadensis | S12.UPW	MER1006316	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S14 unassigned peptidases | Alcanivorax jadensis | S14.UPW	MER1017018	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family S14 unassigned peptidases | Alcanivorax sp. 19-m-6 | S14.UPW	MER1013185	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family S14 unassigned peptidases | Alcanivorax sp. MD8A | S14.UPW	MER1317379	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family S14 unassigned peptidases | Alcanivorax sp. P2S70 | S14.UPW	MER1013284	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family S15 non-peptidase homologues | Alcanivorax jadensis | S15.UNW	MER1019331	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S15 non-peptidase homologues | Alcanivorax jadensis | S15.UNW	MER1019479	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S15 non-peptidase homologues | Alcanivorax jadensis | S15.UNW	MER1021733	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S15 unassigned peptidases | Alcanivorax jadensis | S15.UPW	MER1021284	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S16 non-peptidase homologues | Alcanivorax hongdengensis | S16.UNW	MER1031501	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S16 non-peptidase homologues | Alcanivorax jadensis | S16.UNW	MER1031732	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family S16 non-peptidase homologues | Alcanivorax sp. 19-m-6 | S16.UNW	MER1035039	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family S16 non-peptidase homologues | Alcanivorax sp. P2S70 | S16.UNW	MER1039181	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family S16 unassigned peptidases | Alcanivorax jadensis | S16.UPW	MER1032938	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S16 unassigned peptidases | Alcanivorax sp. 19-m-6 | S16.UPW	MER1032679	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family S16 unassigned peptidases | Alcanivorax sp. P2S70 | S16.UPW	MER1032775	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family S24 unassigned peptidases | Alcanivorax jadensis | S24.UPW	MER1042046	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family S24 unassigned peptidases | Alcanivorax jadensis | S24.UPW	MER1044953	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S24 unassigned peptidases | Alcanivorax sp. 19-m-6 | S24.UPW	MER1042850	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family S24 unassigned peptidases | Alcanivorax sp. MD8A | S24.UPW	MER1329716	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family S24 unassigned peptidases | Alcanivorax sp. P2S70 | S24.UPW	MER1045267	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family S33 unassigned peptidases | Alcanivorax jadensis | S33.UPW	MER1342423	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S33 unassigned peptidases | Alcanivorax sp. DG881 | S33.UPW	MER0211597	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
family S33 unassigned peptidases | Alcanivorax sp. DG881 | S33.UPW	MER0479013	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S54 unassigned peptidases | Alcanivorax jadensis | S54.UPW	MER1075463	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S54 unassigned peptidases | Alcanivorax jadensis | S54.UPW	MER1075784	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S54 unassigned peptidases | Alcanivorax jadensis | S54.UPW	MER1080690	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S54 unassigned peptidases | Alcanivorax sp. DG881 | S54.UPW	MER1073716	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family T3 unassigned peptidases | Alcanivorax jadensis | T03.UPW	MER1100363	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family T5 unassigned peptidases | Alcanivorax jadensis | T05.UPW	MER1103509	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
methionyl aminopeptidase 1 | {Escherichia}-type | M24.001	MER0081473	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
methionyl aminopeptidase 1 | {Escherichia}-type | M24.001	MER0419823	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
methionyl aminopeptidase 1 | {Escherichia}-type | M24.001	MER1240140	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
oligopeptidase A | Alcanivorax borkumensis | M03.004	MER0069031	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
oligopeptidase A | Alcanivorax hongdengensis | M03.004	MER0338840	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oligopeptidase A | Alcanivorax hongdengensis | M03.004	MER0818011	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
oligopeptidase A | Alcanivorax jadensis | M03.004	MER0817457	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
oligopeptidase A | Alcanivorax sp. 19-m-6 | M03.004	MER0820012	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oligopeptidase A | Alcanivorax sp. DG881 | M03.004	MER0141745	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
penicillin G acylase precursor | Alcanivorax jadensis | S45.001	MER1063598	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
peptidase Clp | type 1 | S14.001	MER0072668	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
peptidase Clp | type 1 | S14.001	MER0136614	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
repressor LexA | Alcanivorax borkumensis | S24.001	MER0072659	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
repressor LexA | Alcanivorax hongdengensis | S24.001	MER0410862	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
repressor LexA | Alcanivorax sp. DG881 | S24.001	MER0160542	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
signal peptidase II | Alcanivorax jadensis | A08.001	MER0582391	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily A24A unassigned peptidases | Alcanivorax jadensis | A24.UPA	MER0682989	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily A24A unassigned peptidases | Alcanivorax sp. NBRC 102024 | A24.UPA	MER1156575	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily C82A non-peptidase homologues | Alcanivorax jadensis | C82.UNA	MER0742261	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M14B non-peptidase homologues | Alcanivorax sp. 19-m-6 | M14.UNB	MER0836007	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M16B non-peptidase homologues | Alcanivorax jadensis | M16.UNB	MER0928542	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M20A non-peptidase homologues | Alcanivorax jadensis | M20.UNA	MER0729551	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
subfamily M20A unassigned peptidases | Alcanivorax borkumensis | M20.UPA	MER0072662	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
subfamily M20A unassigned peptidases | Alcanivorax jadensis | M20.UPA	MER0805463	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M20A unassigned peptidases | Alcanivorax jadensis | M20.UPA	MER0840835	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M20A unassigned peptidases | Alcanivorax sp. 19-m-6 | M20.UPA	MER0851213	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M20A unassigned peptidases | Alcanivorax sp. DG881 | M20.UPA	MER0160726	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
subfamily M20A unassigned peptidases | Alcanivorax sp. P2S70 | M20.UPA	MER0850672	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M48B unassigned peptidases | Alcanivorax jadensis | M48.UPB	MER0883051	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M48C unassigned peptidases | Alcanivorax jadensis | M48.UPC	MER0887188	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M50B unassigned peptidases | Alcanivorax jadensis | M50.UPB	MER0895335	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S1A unassigned peptidases | Alcanivorax jadensis | S01.UPA	MER0954666	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S1B unassigned peptidases | Alcanivorax jadensis | S01.UPB	MER0964931	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S26A unassigned peptidases | Alcanivorax jadensis | S26.UPA	MER1046812	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S26A unassigned peptidases | Alcanivorax sp. NBRC 102024 | S26.UPA	MER1334578	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S41A unassigned peptidases | Alcanivorax jadensis | S41.UPA	MER1055918	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S41A unassigned peptidases | Alcanivorax jadensis | S41.UPA	MER1058609	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S49B unassigned peptidases | Alcanivorax jadensis | S49.UPB	MER1069681	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S49B unassigned peptidases | Alcanivorax jadensis | S49.UPB	MER1070860	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S8A unassigned peptidases | Alcanivorax jadensis | S08.UPA	MER0971423	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S9B non-peptidase homologues | Alcanivorax jadensis | S09.UNB	MER0998540	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S9B unassigned peptidases | Alcanivorax jadensis | S09.UPB	MER1000002	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily T1A unassigned peptidases | Alcanivorax jadensis | T01.UPA	MER1088051	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily T1A unassigned peptidases | Alcanivorax sp. P2S70 | T01.UPA	MER1092658	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily T1B unassigned peptidases | Alcanivorax pacificus | T01.UPB	MER1094095	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
subfamily T1B unassigned peptidases | Alcanivorax sp. 19-m-6 | T01.UPB	MER1094184	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amidophosphoribosyltransferase precursor | Roseobacter sp. AzwK-3b | C44.001	MER0138097	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amidophosphoribosyltransferase precursor | Roseovarius sp. 217 | C44.001	MER0118884	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amidophosphoribosyltransferase precursor | Roseovarius sp. TM1035 | C44.001	MER0117859	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family M74 unassigned peptidases | Lentibacter algarum | M74.UPW	MER1263754	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S14 unassigned peptidases |  | S14.UPW	MER1320109	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S14 unassigned peptidases |  | S14.UPW	MER1320545	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0
