Scaffold_name	Bin_name	Pfam	domain_name	Abundance
5mSIPHEX1_25_scaffold_42_c1_74	5mSIPHEX1_25	PF04314	Copper chaperone PCu(A)C	1
5mSIPHEX1_25_scaffold_13_c1_96	5mSIPHEX1_25	PF00593	TonB dependent receptor	13
5mSIPHEX1_25_scaffold_13_c1_96	5mSIPHEX1_25	PF07715	TonB-dependent Receptor Plug Domain	13
5mSIPHEX1_25_scaffold_5_c1_120	5mSIPHEX1_25	PF01396	Topoisomerase DNA binding C4 zinc finger	3
5mSIPHEX1_25_scaffold_5_c1_120	5mSIPHEX1_25	PF10881	Protein of unknown function (DUF2726)	1
5mSIPHEX1_25_scaffold_13_c1_116	5mSIPHEX1_25	PF02463	RecF/RecN/SMC N terminal domain	3
5mSIPHEX1_25_scaffold_857_c1_4	5mSIPHEX1_25	PF00561	alpha/beta hydrolase fold	12
5mSIPHEX1_25_scaffold_5_c1_150	5mSIPHEX1_25	PF13692	Glycosyl transferases group 1	4
5mSIPHEX1_25_scaffold_42_c1_8	5mSIPHEX1_25	PF00211	Adenylate and Guanylate cyclase catalytic domain	2
5mSIPHEX1_25_scaffold_42_c1_8	5mSIPHEX1_25	PF05230	MASE2 domain	1
5mSIPHEX1_25_scaffold_318_c1_3	5mSIPHEX1_25	PF02237	Biotin protein ligase C terminal domain	1
5mSIPHEX1_25_scaffold_318_c1_3	5mSIPHEX1_25	PF03099	Biotin/lipoate A/B protein ligase family	2
5mSIPHEX1_25_scaffold_318_c1_3	5mSIPHEX1_25	PF08279	HTH domain	1
5mSIPHEX1_25_scaffold_74_c1_123	5mSIPHEX1_25	PF00462	Glutaredoxin	3
5mSIPHEX1_25_scaffold_300_c1_3	5mSIPHEX1_25	PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	14
5mSIPHEX1_25_scaffold_300_c1_3	5mSIPHEX1_25	PF03466	LysR substrate binding domain	14
5mSIPHEX1_25_scaffold_211_c1_12	5mSIPHEX1_25	PF11666	Protein of unknown function (DUF2933)	3
5mSIPHEX1_25_scaffold_5_c1_383	5mSIPHEX1_25	PF00270	DEAD/DEAH box helicase	14
5mSIPHEX1_25_scaffold_5_c1_383	5mSIPHEX1_25	PF16124	RecQ zinc-binding	2
5mSIPHEX1_25_scaffold_5_c1_383	5mSIPHEX1_25	PF00271	Helicase conserved C-terminal domain	16
5mSIPHEX1_25_scaffold_57_c1_35	5mSIPHEX1_25	PF05201	Glutamyl-tRNAGlu reductase, N-terminal domain	1
5mSIPHEX1_25_scaffold_57_c1_35	5mSIPHEX1_25	PF00745	Glutamyl-tRNAGlu reductase, dimerisation domain	1
5mSIPHEX1_25_scaffold_57_c1_35	5mSIPHEX1_25	PF01488	Shikimate / quinate 5-dehydrogenase	2
5mSIPHEX1_25_scaffold_127_c1_48	5mSIPHEX1_25	PF00106	short chain dehydrogenase	19
5mSIPHEX1_25_scaffold_56_c1_113	5mSIPHEX1_25	PF00743	Flavin-binding monooxygenase-like	5
5mSIPHEX1_25_scaffold_56_c1_113	5mSIPHEX1_25	PF13450	NAD(P)-binding Rossmann-like domain	6
5mSIPHEX1_25_scaffold_5_c1_572	5mSIPHEX1_25	PF00115	Cytochrome C and Quinol oxidase polypeptide I	3
5mSIPHEX1_25_scaffold_239_c1_44	5mSIPHEX1_25	PF00171	Aldehyde dehydrogenase family	8
5mSIPHEX1_25_scaffold_5_c1_517	5mSIPHEX1_25	PF00005	ABC transporter	30
5mSIPHEX1_25_scaffold_5_c1_517	5mSIPHEX1_25	PF08352	Oligopeptide/dipeptide transporter, C-terminal region	1
5mSIPHEX1_25_scaffold_905_c1_11	5mSIPHEX1_25	PF00263	Bacterial type II and III secretion system protein	3
5mSIPHEX1_25_scaffold_905_c1_11	5mSIPHEX1_25	PF21305	GspD-like, N0 domain	1
5mSIPHEX1_25_scaffold_905_c1_11	5mSIPHEX1_25	PF03958	Bacterial type II/III secretion system short domain	2
5mSIPHEX1_25_scaffold_5_c1_476	5mSIPHEX1_25	PF07992	Pyridine nucleotide-disulphide oxidoreductase	16
5mSIPHEX1_25_scaffold_318_c1_13	5mSIPHEX1_25	PF10385	RNA polymerase beta subunit external 1 domain	1
5mSIPHEX1_25_scaffold_318_c1_13	5mSIPHEX1_25	PF04565	RNA polymerase Rpb2, domain 3	1
5mSIPHEX1_25_scaffold_318_c1_13	5mSIPHEX1_25	PF04563	RNA polymerase beta subunit	1
5mSIPHEX1_25_scaffold_318_c1_13	5mSIPHEX1_25	PF00562	RNA polymerase Rpb2, domain 6	1
5mSIPHEX1_25_scaffold_318_c1_13	5mSIPHEX1_25	PF04560	RNA polymerase Rpb2, domain 7	1
5mSIPHEX1_25_scaffold_318_c1_13	5mSIPHEX1_25	PF04561	RNA polymerase Rpb2, domain 2	1
5mSIPHEX1_25_scaffold_5_c1_144	5mSIPHEX1_25	PF00908	dTDP-4-dehydrorhamnose 3,5-epimerase	1
5mSIPHEX1_25_scaffold_57_c1_153	5mSIPHEX1_25	PF00166	Chaperonin 10 Kd subunit	1
5mSIPHEX1_25_scaffold_115_c1_60	5mSIPHEX1_25	PF04055	Radical SAM superfamily	11
5mSIPHEX1_25_scaffold_5_c1_192	5mSIPHEX1_25	PF01979	Amidohydrolase family	5
5mSIPHEX1_25_scaffold_127_c1_13	5mSIPHEX1_25	PF13434	L-lysine 6-monooxygenase/L-ornithine 5-monooxygenase	1
5mSIPHEX1_25_scaffold_42_c1_87	5mSIPHEX1_25	PF00270	DEAD/DEAH box helicase	14
5mSIPHEX1_25_scaffold_42_c1_87	5mSIPHEX1_25	PF00271	Helicase conserved C-terminal domain	16
5mSIPHEX1_25_scaffold_42_c1_204	5mSIPHEX1_25	PF01391	Collagen triple helix repeat (20 copies)	1
5mSIPHEX1_25_scaffold_5_c1_176	5mSIPHEX1_25	PF00535	Glycosyl transferase family 2	5
5mSIPHEX1_25_scaffold_352_c1_38	5mSIPHEX1_25	PF02195	ParB/Sulfiredoxin domain	3
5mSIPHEX1_25_scaffold_352_c1_38	5mSIPHEX1_25	PF08535	KorB domain	1
5mSIPHEX1_25_scaffold_352_c1_38	5mSIPHEX1_25	PF06613	KorB C-terminal beta-barrel domain	1
5mSIPHEX1_25_scaffold_1615_c1_6	5mSIPHEX1_25	PF06803	Protein of unknown function (DUF1232)	2
5mSIPHEX1_25_scaffold_286_c1_5	5mSIPHEX1_25	PF13617	YnbE-like lipoprotein	1
5mSIPHEX1_25_scaffold_13_c1_70	5mSIPHEX1_25	PF10518	TAT (twin-arginine translocation) pathway signal sequence	1
5mSIPHEX1_25_scaffold_56_c1_96	5mSIPHEX1_25	PF09905	DNA-binding protein VF530	1
5mSIPHEX1_25_scaffold_76_c1_106	5mSIPHEX1_25	PF00924	Mechanosensitive ion channel, beta-domain	7
5mSIPHEX1_25_scaffold_76_c1_106	5mSIPHEX1_25	PF21082	Mechanosensitive ion channel MscS, C-terminal	5
5mSIPHEX1_25_scaffold_76_c1_106	5mSIPHEX1_25	PF05552	Mechanosensitive ion channel, conserved TM helix	2
5mSIPHEX1_25_scaffold_42_c1_129	5mSIPHEX1_25	PF04536	TPM domain	2
5mSIPHEX1_25_scaffold_46_c1_126	5mSIPHEX1_25	PF00561	alpha/beta hydrolase fold	12
5mSIPHEX1_25_scaffold_5_c1_373	5mSIPHEX1_25	PF01103	Omp85 superfamily domain	2
5mSIPHEX1_25_scaffold_5_c1_373	5mSIPHEX1_25	PF07244	Surface antigen variable number repeat	2
5mSIPHEX1_25_scaffold_239_c1_19	5mSIPHEX1_25	PF13406	Transglycosylase SLT domain	2
5mSIPHEX1_25_scaffold_115_c1_84	5mSIPHEX1_25	PF03061	Thioesterase superfamily	8
5mSIPHEX1_25_scaffold_5_c1_416	5mSIPHEX1_25	PF03352	Methyladenine glycosylase	2
5mSIPHEX1_25_scaffold_370_c1_24	5mSIPHEX1_25	PF02576	RimP N-terminal domain	1
5mSIPHEX1_25_scaffold_370_c1_24	5mSIPHEX1_25	PF17384	RimP C-terminal SH3 domain	1
5mSIPHEX1_25_scaffold_56_c1_192	5mSIPHEX1_25	PF13439	Glycosyltransferase Family 4	2
5mSIPHEX1_25_scaffold_56_c1_192	5mSIPHEX1_25	PF00534	Glycosyl transferases group 1	5
5mSIPHEX1_25_scaffold_5_c1_497	5mSIPHEX1_25	PF00072	Response regulator receiver domain	41
5mSIPHEX1_25_scaffold_74_c1_9	5mSIPHEX1_25	PF01029	NusB family	2
5mSIPHEX1_25_scaffold_253_c1_16	5mSIPHEX1_25	PF19335	Heavy metal binding domain	4
5mSIPHEX1_25_scaffold_253_c1_16	5mSIPHEX1_25	PF11604	Copper binding periplasmic protein CusF	2
5mSIPHEX1_25_scaffold_253_c1_16	5mSIPHEX1_25	PF16576	Barrel-sandwich domain of CusB or HlyD membrane-fusion	13
5mSIPHEX1_25_scaffold_354_c1_3	5mSIPHEX1_25	PF03702	Anhydro-N-acetylmuramic acid kinase	1
5mSIPHEX1_25_scaffold_5_c1_161	5mSIPHEX1_25	PF02080	TrkA-C domain	3
5mSIPHEX1_25_scaffold_5_c1_161	5mSIPHEX1_25	PF03600	Citrate transporter	2
5mSIPHEX1_25_scaffold_115_c1_53	5mSIPHEX1_25	PF13279	Thioesterase-like superfamily	7
5mSIPHEX1_25_scaffold_46_c1_6	5mSIPHEX1_25	PF00873	AcrB/AcrD/AcrF family	14
5mSIPHEX1_25_scaffold_76_c1_31	5mSIPHEX1_25	PF00490	Delta-aminolevulinic acid dehydratase	1
5mSIPHEX1_25_scaffold_127_c1_35	5mSIPHEX1_25	PF07676	WD40-like Beta Propeller Repeat	2
5mSIPHEX1_25_scaffold_127_c1_35	5mSIPHEX1_25	PF18582	Hydrazine synthase alpha subunit middle domain	1
5mSIPHEX1_25_scaffold_5_c1_28	5mSIPHEX1_25	PF01979	Amidohydrolase family	5
5mSIPHEX1_25_scaffold_5_c1_147	5mSIPHEX1_25	PF00535	Glycosyl transferase family 2	5
5mSIPHEX1_25_scaffold_13_c1_314	5mSIPHEX1_25	PF13739	Deacetylase PdaC	1
5mSIPHEX1_25_scaffold_13_c1_314	5mSIPHEX1_25	PF11738	Protein of unknown function (DUF3298)	1
5mSIPHEX1_25_scaffold_253_c1_20	5mSIPHEX1_25	PF13411	MerR HTH family regulatory protein	7
5mSIPHEX1_25_scaffold_5_c1_352	5mSIPHEX1_25	PF19277	Glycerol-3-phosphate acyltransferase C-terminal region	1
5mSIPHEX1_25_scaffold_5_c1_352	5mSIPHEX1_25	PF01553	Acyltransferase	9
5mSIPHEX1_25_scaffold_56_c1_13	5mSIPHEX1_25	PF03600	Citrate transporter	2
5mSIPHEX1_25_scaffold_13_c1_341	5mSIPHEX1_25	PF14145	YrhK-like protein	1
5mSIPHEX1_25_scaffold_286_c1_15	5mSIPHEX1_25	PF00535	Glycosyl transferase family 2	5
5mSIPHEX1_25_scaffold_5_c1_370	5mSIPHEX1_25	PF01148	Cytidylyltransferase family	1
5mSIPHEX1_25_scaffold_76_c1_2	5mSIPHEX1_25	PF13391	HNH endonuclease	1
5mSIPHEX1_25_scaffold_13_c1_151	5mSIPHEX1_25	PF01263	Aldose 1-epimerase	1
5mSIPHEX1_25_scaffold_199_c1_21	5mSIPHEX1_25	PF03473	MOSC domain	1
5mSIPHEX1_25_scaffold_5_c1_533	5mSIPHEX1_25	PF01544	CorA-like Mg2+ transporter protein	2
5mSIPHEX1_25_scaffold_56_c1_6	5mSIPHEX1_25	PF02028	BCCT, betaine/carnitine/choline family transporter	3
5mSIPHEX1_25_scaffold_174_c1_46	5mSIPHEX1_25	PF09976	Tetratricopeptide repeat-like domain	1
5mSIPHEX1_25_scaffold_42_c1_152	5mSIPHEX1_25	PF02785	Biotin carboxylase C-terminal domain	4
5mSIPHEX1_25_scaffold_42_c1_152	5mSIPHEX1_25	PF00289	Biotin carboxylase, N-terminal domain	4
5mSIPHEX1_25_scaffold_42_c1_152	5mSIPHEX1_25	PF02786	Carbamoyl-phosphate synthase L chain, ATP binding domain	5
5mSIPHEX1_25_scaffold_42_c1_152	5mSIPHEX1_25	PF00364	Biotin-requiring enzyme	7
5mSIPHEX1_25_scaffold_199_c1_16	5mSIPHEX1_25	PF02104	SURF1 family	2
5mSIPHEX1_25_scaffold_13_c1_244	5mSIPHEX1_25	PF03729	Short repeat of unknown function (DUF308)	1
5mSIPHEX1_25_scaffold_57_c1_149	5mSIPHEX1_25	PF07690	Major Facilitator Superfamily	12
5mSIPHEX1_25_scaffold_13_c1_374	5mSIPHEX1_25	PF00557	Metallopeptidase family M24	2
5mSIPHEX1_25_scaffold_13_c1_374	5mSIPHEX1_25	PF05195	Aminopeptidase P, N-terminal domain	1
5mSIPHEX1_25_scaffold_300_c1_40	5mSIPHEX1_25	PF12833	Helix-turn-helix domain	18
5mSIPHEX1_25_scaffold_300_c1_40	5mSIPHEX1_25	PF12625	Arabinose-binding domain of AraC transcription regulator, N-term	14
5mSIPHEX1_25_scaffold_42_c1_227	5mSIPHEX1_25	PF09835	Uncharacterized protein conserved in bacteria (DUF2062)	1
5mSIPHEX1_25_scaffold_42_c1_58	5mSIPHEX1_25	PF00753	Metallo-beta-lactamase superfamily	10
5mSIPHEX1_25_scaffold_211_c1_62	5mSIPHEX1_25	PF01545	Cation efflux family	9
5mSIPHEX1_25_scaffold_57_c1_92	5mSIPHEX1_25	PF00572	Ribosomal protein L13	1
5mSIPHEX1_25_scaffold_74_c1_132	5mSIPHEX1_25	PF12568	Acetyltransferase (GNAT) domain, PanZ	1
5mSIPHEX1_25_scaffold_13_c1_213	5mSIPHEX1_25	PF01297	Zinc-uptake complex component A periplasmic	1
5mSIPHEX1_25_scaffold_199_c1_15	5mSIPHEX1_25	PF03626	Prokaryotic Cytochrome C oxidase subunit IV	1
5mSIPHEX1_25_scaffold_74_c1_21	5mSIPHEX1_25	PF13847	Methyltransferase domain	1
5mSIPHEX1_25_scaffold_46_c1_144	5mSIPHEX1_25	PF01127	Succinate dehydrogenase/Fumarate reductase transmembrane subunit	2
5mSIPHEX1_25_scaffold_286_c1_13	5mSIPHEX1_25	PF07690	Major Facilitator Superfamily	12
5mSIPHEX1_25_scaffold_76_c1_56	5mSIPHEX1_25	PF06853	Protein of unknown function (DUF1249)	1
5mSIPHEX1_25_scaffold_76_c1_133	5mSIPHEX1_25	PF00543	Nitrogen regulatory protein P-II	4
5mSIPHEX1_25_scaffold_13_c1_385	5mSIPHEX1_25	PF13495	Phage integrase, N-terminal SAM-like domain	1
5mSIPHEX1_25_scaffold_13_c1_385	5mSIPHEX1_25	PF00589	Phage integrase family	12
5mSIPHEX1_25_scaffold_188_c1_26	5mSIPHEX1_25	PF00596	Class II Aldolase and Adducin N-terminal domain	2
5mSIPHEX1_25_scaffold_318_c1_7	5mSIPHEX1_25	PF00584	SecE/Sec61-gamma subunits of protein translocation complex	1
5mSIPHEX1_25_scaffold_57_c1_18	5mSIPHEX1_25	PF09832	Uncharacterized protein conserved in bacteria (DUF2059)	1
5mSIPHEX1_25_scaffold_5_c1_529	5mSIPHEX1_25	PF00293	NUDIX domain	11
5mSIPHEX1_25_scaffold_5_c1_529	5mSIPHEX1_25	PF09297	NADH pyrophosphatase zinc ribbon domain	1
5mSIPHEX1_25_scaffold_5_c1_529	5mSIPHEX1_25	PF09296	NADH pyrophosphatase-like rudimentary NUDIX domain	1
5mSIPHEX1_25_scaffold_5_c1_537	5mSIPHEX1_25	PF01106	NifU-like domain	1
5mSIPHEX1_25_scaffold_5_c1_537	5mSIPHEX1_25	PF01521	Iron-sulphur cluster biosynthesis	3
5mSIPHEX1_25_scaffold_142_c1_51	5mSIPHEX1_25	PF00448	SRP54-type protein, GTPase domain	2
5mSIPHEX1_25_scaffold_142_c1_51	5mSIPHEX1_25	PF02881	SRP54-type protein, helical bundle domain	2
5mSIPHEX1_25_scaffold_199_c1_34	5mSIPHEX1_25	PF01808	AICARFT/IMPCHase bienzyme	1
5mSIPHEX1_25_scaffold_199_c1_34	5mSIPHEX1_25	PF02142	MGS-like domain	2
5mSIPHEX1_25_scaffold_5_c1_170	5mSIPHEX1_25	PF02880	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III	3
5mSIPHEX1_25_scaffold_5_c1_170	5mSIPHEX1_25	PF02878	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I	3
5mSIPHEX1_25_scaffold_5_c1_170	5mSIPHEX1_25	PF02879	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II	3
5mSIPHEX1_25_scaffold_5_c1_170	5mSIPHEX1_25	PF00408	Phosphoglucomutase/phosphomannomutase, C-terminal domain	3
5mSIPHEX1_25_scaffold_57_c1_46	5mSIPHEX1_25	PF04085	rod shape-determining protein MreC	1
5mSIPHEX1_25_scaffold_5_c1_184	5mSIPHEX1_25	PF00533	BRCA1 C Terminus (BRCT) domain	1
5mSIPHEX1_25_scaffold_5_c1_184	5mSIPHEX1_25	PF01653	NAD-dependent DNA ligase adenylation domain	1
5mSIPHEX1_25_scaffold_5_c1_184	5mSIPHEX1_25	PF03119	NAD-dependent DNA ligase C4 zinc finger domain	1
5mSIPHEX1_25_scaffold_5_c1_184	5mSIPHEX1_25	PF14520	Helix-hairpin-helix domain	4
5mSIPHEX1_25_scaffold_5_c1_184	5mSIPHEX1_25	PF03120	NAD-dependent DNA ligase OB-fold domain	1
5mSIPHEX1_25_scaffold_5_c1_184	5mSIPHEX1_25	PF12826	Helix-hairpin-helix motif	1
5mSIPHEX1_25_scaffold_42_c1_117	5mSIPHEX1_25	PF02786	Carbamoyl-phosphate synthase L chain, ATP binding domain	5
5mSIPHEX1_25_scaffold_42_c1_117	5mSIPHEX1_25	PF02682	Carboxyltransferase domain, subdomain C and D	1
5mSIPHEX1_25_scaffold_42_c1_117	5mSIPHEX1_25	PF02626	Carboxyltransferase domain, subdomain A and B	1
5mSIPHEX1_25_scaffold_42_c1_117	5mSIPHEX1_25	PF00364	Biotin-requiring enzyme	7
5mSIPHEX1_25_scaffold_42_c1_117	5mSIPHEX1_25	PF00289	Biotin carboxylase, N-terminal domain	4
5mSIPHEX1_25_scaffold_42_c1_117	5mSIPHEX1_25	PF02785	Biotin carboxylase C-terminal domain	4
5mSIPHEX1_25_scaffold_46_c1_198	5mSIPHEX1_25	PF07726	ATPase family associated with various cellular activities (AAA)	2
5mSIPHEX1_25_scaffold_46_c1_198	5mSIPHEX1_25	PF17863	AAA lid domain	2
5mSIPHEX1_25_scaffold_300_c1_8	5mSIPHEX1_25	PF10431	C-terminal, D2-small domain, of ClpB protein	4
5mSIPHEX1_25_scaffold_300_c1_8	5mSIPHEX1_25	PF17871	AAA lid domain	2
5mSIPHEX1_25_scaffold_300_c1_8	5mSIPHEX1_25	PF00004	ATPase family associated with various cellular activities (AAA)	11
5mSIPHEX1_25_scaffold_300_c1_8	5mSIPHEX1_25	PF02861	Clp amino terminal domain, pathogenicity island component	2
5mSIPHEX1_25_scaffold_300_c1_8	5mSIPHEX1_25	PF07724	AAA domain (Cdc48 subfamily)	5
5mSIPHEX1_25_scaffold_46_c1_143	5mSIPHEX1_25	PF02910	Fumarate reductase flavoprotein C-term	2
5mSIPHEX1_25_scaffold_46_c1_143	5mSIPHEX1_25	PF00890	FAD binding domain	2
5mSIPHEX1_25_scaffold_13_c1_22	5mSIPHEX1_25	PF12697	Alpha/beta hydrolase family	9
5mSIPHEX1_25_scaffold_300_c1_6	5mSIPHEX1_25	PF00205	Thiamine pyrophosphate enzyme, central domain	2
5mSIPHEX1_25_scaffold_300_c1_6	5mSIPHEX1_25	PF02775	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	2
5mSIPHEX1_25_scaffold_300_c1_6	5mSIPHEX1_25	PF02776	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	2
5mSIPHEX1_25_scaffold_923_c1_12	5mSIPHEX1_25	PF02321	Outer membrane efflux protein	11
5mSIPHEX1_25_scaffold_46_c1_172	5mSIPHEX1_25	PF13205	Bacterial Ig-like domain	3
5mSIPHEX1_25_scaffold_46_c1_172	5mSIPHEX1_25	PF02412	Thrombospondin type 3 repeat	3
5mSIPHEX1_25_scaffold_5_c1_195	5mSIPHEX1_25	PF21157	DnaK suppressor protein DksA, coiled-coil domain	2
5mSIPHEX1_25_scaffold_5_c1_195	5mSIPHEX1_25	PF01258	Prokaryotic dksA/traR C4-type zinc finger	2
5mSIPHEX1_25_scaffold_76_c1_96	5mSIPHEX1_25	PF03186	CobD/Cbib protein	1
5mSIPHEX1_25_scaffold_56_c1_92	5mSIPHEX1_25	PF01965	DJ-1/PfpI family	4
5mSIPHEX1_25_scaffold_74_c1_93	5mSIPHEX1_25	PF00227	Proteasome subunit	2
5mSIPHEX1_25_scaffold_76_c1_76	5mSIPHEX1_25	PF04752	ChaC-like protein	1
5mSIPHEX1_25_scaffold_13_c1_323	5mSIPHEX1_25	PF01966	HD domain	4
5mSIPHEX1_25_scaffold_13_c1_274	5mSIPHEX1_25	PF07043	Protein of unknown function (DUF1328)	1
5mSIPHEX1_25_scaffold_5_c1_428	5mSIPHEX1_25	PF03176	MMPL family	3
5mSIPHEX1_25_scaffold_199_c1_53	5mSIPHEX1_25	PF00072	Response regulator receiver domain	41
5mSIPHEX1_25_scaffold_199_c1_53	5mSIPHEX1_25	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	29
5mSIPHEX1_25_scaffold_199_c1_53	5mSIPHEX1_25	PF00512	His Kinase A (phospho-acceptor) domain	21
5mSIPHEX1_25_scaffold_74_c1_100	5mSIPHEX1_25	PF02416	mttA/Hcf106 family	2
5mSIPHEX1_25_scaffold_923_c1_4	5mSIPHEX1_25	PF00672	HAMP domain	7
5mSIPHEX1_25_scaffold_923_c1_4	5mSIPHEX1_25	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	29
5mSIPHEX1_25_scaffold_923_c1_4	5mSIPHEX1_25	PF00512	His Kinase A (phospho-acceptor) domain	21
5mSIPHEX1_25_scaffold_923_c1_4	5mSIPHEX1_25	PF21085	CusS sensor domain	1
5mSIPHEX1_25_scaffold_76_c1_111	5mSIPHEX1_25	PF01894	Uncharacterised protein family UPF0047	1
5mSIPHEX1_25_scaffold_487_c1_3	5mSIPHEX1_25	PF19570	Family of unknown function (DUF6088)	1
5mSIPHEX1_25_scaffold_5_c1_475	5mSIPHEX1_25	PF03588	Leucyl/phenylalanyl-tRNA protein transferase	1
5mSIPHEX1_25_scaffold_5_c1_398	5mSIPHEX1_25	PF13279	Thioesterase-like superfamily	7
5mSIPHEX1_25_scaffold_199_c1_20	5mSIPHEX1_25	PF07209	Protein of unknown function (DUF1415)	1
5mSIPHEX1_25_scaffold_13_c1_215	5mSIPHEX1_25	PF01636	Phosphotransferase enzyme family	4
5mSIPHEX1_25_scaffold_42_c1_178	5mSIPHEX1_25	PF00027	Cyclic nucleotide-binding domain	9
5mSIPHEX1_25_scaffold_76_c1_147	5mSIPHEX1_25	PF00486	Transcriptional regulatory protein, C terminal	11
5mSIPHEX1_25_scaffold_76_c1_147	5mSIPHEX1_25	PF00072	Response regulator receiver domain	41
5mSIPHEX1_25_scaffold_300_c1_23	5mSIPHEX1_25	PF07963	Prokaryotic N-terminal methylation motif	10
5mSIPHEX1_25_scaffold_300_c1_23	5mSIPHEX1_25	PF12019	Type II transport protein GspH	2
5mSIPHEX1_25_scaffold_46_c1_117	5mSIPHEX1_25	PF00909	Ammonium Transporter Family	3
5mSIPHEX1_25_scaffold_13_c1_123	5mSIPHEX1_25	PF13102	Phage integrase SAM-like domain	1
5mSIPHEX1_25_scaffold_13_c1_123	5mSIPHEX1_25	PF00589	Phage integrase family	12
5mSIPHEX1_25_scaffold_13_c1_123	5mSIPHEX1_25	PF17293	Arm DNA-binding domain	1
5mSIPHEX1_25_scaffold_13_c1_129	5mSIPHEX1_25	PF18766	SWI2/SNF2 ATPase	1
5mSIPHEX1_25_scaffold_13_c1_129	5mSIPHEX1_25	PF04313	Type I restriction enzyme R protein N terminus (HSDR_N)	1
5mSIPHEX1_25_scaffold_13_c1_188	5mSIPHEX1_25	PF14743	DNA ligase OB-like domain	1
5mSIPHEX1_25_scaffold_13_c1_95	5mSIPHEX1_25	PF03929	PepSY-associated TM region	3
5mSIPHEX1_25_scaffold_42_c1_195	5mSIPHEX1_25	PF00106	short chain dehydrogenase	19
5mSIPHEX1_25_scaffold_352_c1_37	5mSIPHEX1_25	PF13614	AAA domain	6
5mSIPHEX1_25_scaffold_42_c1_21	5mSIPHEX1_25	PF17972	Bacterial Alpha-2-macroglobulin MG5 domain	1
5mSIPHEX1_25_scaffold_42_c1_21	5mSIPHEX1_25	PF07703	Alpha-2-macroglobulin bait region domain	1
5mSIPHEX1_25_scaffold_42_c1_21	5mSIPHEX1_25	PF00207	Alpha-2-macroglobulin family	1
5mSIPHEX1_25_scaffold_42_c1_21	5mSIPHEX1_25	PF07678	A-macroglobulin TED domain	1
5mSIPHEX1_25_scaffold_42_c1_21	5mSIPHEX1_25	PF01835	MG2 domain	1
5mSIPHEX1_25_scaffold_42_c1_21	5mSIPHEX1_25	PF17973	Bacterial Alpha-2-macroglobulin MG10 domain	1
5mSIPHEX1_25_scaffold_42_c1_21	5mSIPHEX1_25	PF11974	Bacterial alpha-2-macroglobulin MG3 domain	1
5mSIPHEX1_25_scaffold_42_c1_21	5mSIPHEX1_25	PF17962	Bacterial macroglobulin domain 6	1
5mSIPHEX1_25_scaffold_142_c1_24	5mSIPHEX1_25	PF00487	Fatty acid desaturase	4
5mSIPHEX1_25_scaffold_5_c1_237	5mSIPHEX1_25	PF03992	Antibiotic biosynthesis monooxygenase	3
5mSIPHEX1_25_scaffold_370_c1_29	5mSIPHEX1_25	PF00312	Ribosomal protein S15	1
5mSIPHEX1_25_scaffold_46_c1_177	5mSIPHEX1_25	PF01625	Peptide methionine sulfoxide reductase	2
5mSIPHEX1_25_scaffold_46_c1_153	5mSIPHEX1_25	PF14347	Domain of unknown function (DUF4399)	1
5mSIPHEX1_25_scaffold_5_c1_464	5mSIPHEX1_25	PF01967	MoaC family	1
5mSIPHEX1_25_scaffold_352_c1_21	5mSIPHEX1_25	PF02152	Dihydroneopterin aldolase	1
5mSIPHEX1_25_scaffold_370_c1_6	5mSIPHEX1_25	PF01475	Ferric uptake regulator family	2
5mSIPHEX1_25_scaffold_13_c1_130	5mSIPHEX1_25	PF02498	BRO family, N-terminal domain	1
5mSIPHEX1_25_scaffold_239_c1_45	5mSIPHEX1_25	PF00205	Thiamine pyrophosphate enzyme, central domain	2
5mSIPHEX1_25_scaffold_239_c1_45	5mSIPHEX1_25	PF02776	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	2
5mSIPHEX1_25_scaffold_239_c1_45	5mSIPHEX1_25	PF02775	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	2
5mSIPHEX1_25_scaffold_46_c1_151	5mSIPHEX1_25	PF08808	RES domain	1
5mSIPHEX1_25_scaffold_905_c1_10	5mSIPHEX1_25	PF11356	Type II secretion system protein C	1
5mSIPHEX1_25_scaffold_42_c1_165	5mSIPHEX1_25	PF11940	Domain of unknown function (DUF3458) Ig-like fold	1
5mSIPHEX1_25_scaffold_42_c1_165	5mSIPHEX1_25	PF17900	Peptidase M1 N-terminal domain	1
5mSIPHEX1_25_scaffold_42_c1_165	5mSIPHEX1_25	PF01433	Peptidase family M1 domain	1
5mSIPHEX1_25_scaffold_42_c1_165	5mSIPHEX1_25	PF17432	Domain of unknown function (DUF3458_C) ARM repeats	1
5mSIPHEX1_25_scaffold_371_c1_1	5mSIPHEX1_25	PF03090	Replicase family	1
5mSIPHEX1_25_scaffold_56_c1_106	5mSIPHEX1_25	PF01479	S4 domain	5
