Module	Module_description	Pathway	Pathway_description	Cycle	Pathway_cycle	Detail_cycle	Genes	Gene_description	Enzyme	KO	rbims_pathway	rbims_sub_pathway	Bin_10	Bin_12	Bin_56	Bin_113	Bin_1	Bin_2
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map00660	C5-Branched dibasic acid metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map00660	C5-Branched dibasic acid metabolism	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	map00660	C5-Branched dibasic acid metabolism	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	map00660	C5-Branched dibasic acid metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	map00660	C5-Branched dibasic acid metabolism	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map00660	C5-Branched dibasic acid metabolism	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map00660	C5-Branched dibasic acid metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map00660	C5-Branched dibasic acid metabolism	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00374	Dicarboxylate-hydroxybutyrate cycle	map00660	C5-Branched dibasic acid metabolism	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00374	Dicarboxylate-hydroxybutyrate cycle	map00660	C5-Branched dibasic acid metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00374	Dicarboxylate-hydroxybutyrate cycle	map00660	C5-Branched dibasic acid metabolism	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	map00660	C5-Branched dibasic acid metabolism	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	map00660	C5-Branched dibasic acid metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	map00660	C5-Branched dibasic acid metabolism	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map00720	Carbon fixation pathways in prokaryotes	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map00720	Carbon fixation pathways in prokaryotes	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map00720	Carbon fixation pathways in prokaryotes	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	map00720	Carbon fixation pathways in prokaryotes	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	map00720	Carbon fixation pathways in prokaryotes	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	map00720	Carbon fixation pathways in prokaryotes	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map00720	Carbon fixation pathways in prokaryotes	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map00720	Carbon fixation pathways in prokaryotes	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map00720	Carbon fixation pathways in prokaryotes	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00374	Dicarboxylate-hydroxybutyrate cycle	map00720	Carbon fixation pathways in prokaryotes	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00374	Dicarboxylate-hydroxybutyrate cycle	map00720	Carbon fixation pathways in prokaryotes	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00374	Dicarboxylate-hydroxybutyrate cycle	map00720	Carbon fixation pathways in prokaryotes	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	map00720	Carbon fixation pathways in prokaryotes	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	map00720	Carbon fixation pathways in prokaryotes	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	map00720	Carbon fixation pathways in prokaryotes	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map01100	Metabolic pathways	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map01100	Metabolic pathways	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map01100	Metabolic pathways	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	map01100	Metabolic pathways	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	map01100	Metabolic pathways	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	map01100	Metabolic pathways	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map01100	Metabolic pathways	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map01100	Metabolic pathways	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map01100	Metabolic pathways	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00374	Dicarboxylate-hydroxybutyrate cycle	map01100	Metabolic pathways	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00374	Dicarboxylate-hydroxybutyrate cycle	map01100	Metabolic pathways	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00374	Dicarboxylate-hydroxybutyrate cycle	map01100	Metabolic pathways	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	map01100	Metabolic pathways	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	map01100	Metabolic pathways	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	map01100	Metabolic pathways	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map01110	Biosynthesis of secondary metabolites	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map01110	Biosynthesis of secondary metabolites	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map01110	Biosynthesis of secondary metabolites	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	map01110	Biosynthesis of secondary metabolites	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	map01110	Biosynthesis of secondary metabolites	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	map01110	Biosynthesis of secondary metabolites	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map01110	Biosynthesis of secondary metabolites	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map01110	Biosynthesis of secondary metabolites	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map01110	Biosynthesis of secondary metabolites	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00374	Dicarboxylate-hydroxybutyrate cycle	map01110	Biosynthesis of secondary metabolites	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00374	Dicarboxylate-hydroxybutyrate cycle	map01110	Biosynthesis of secondary metabolites	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00374	Dicarboxylate-hydroxybutyrate cycle	map01110	Biosynthesis of secondary metabolites	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	map01110	Biosynthesis of secondary metabolites	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	map01110	Biosynthesis of secondary metabolites	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	map01110	Biosynthesis of secondary metabolites	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map01120	Microbial metabolism in diverse environments	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map01120	Microbial metabolism in diverse environments	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map01120	Microbial metabolism in diverse environments	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	map01120	Microbial metabolism in diverse environments	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	map01120	Microbial metabolism in diverse environments	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	map01120	Microbial metabolism in diverse environments	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map01120	Microbial metabolism in diverse environments	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map01120	Microbial metabolism in diverse environments	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map01120	Microbial metabolism in diverse environments	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00374	Dicarboxylate-hydroxybutyrate cycle	map01120	Microbial metabolism in diverse environments	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00374	Dicarboxylate-hydroxybutyrate cycle	map01120	Microbial metabolism in diverse environments	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00374	Dicarboxylate-hydroxybutyrate cycle	map01120	Microbial metabolism in diverse environments	Central metabolism	TCA cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	map01120	Microbial metabolism in diverse environments	Carbon fixation	Reductive citrate cycle	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ec:6.2.1.5	K01902	Carbon Fixation	Reductive citrate cycle	0	1	0	1	0	0
